Dataset	Celltype	Gene
Brain_PFC_MohammadisDavila2020	Endo	ZFHX3
Brain_PFC_MohammadisDavila2020	Endo	ZFP36L1
Brain_PFC_MohammadisDavila2020	Ex-L2/3	ABLIM2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	ACTN1
Brain_PFC_MohammadisDavila2020	Ex-L2/3	ADAM23
Brain_PFC_MohammadisDavila2020	Ex-L2/3	ADAMTS3
Brain_PFC_MohammadisDavila2020	Ex-L2/3	ADCY1
Brain_PFC_MohammadisDavila2020	Ex-L2/3	ADCY9
Brain_PFC_MohammadisDavila2020	Ex-L2/3	AFF3
Brain_PFC_MohammadisDavila2020	Ex-L2/3	AGBL4
Brain_PFC_MohammadisDavila2020	Ex-L2/3	AMPH
Brain_PFC_MohammadisDavila2020	Ex-L2/3	ANKRD24
Brain_PFC_MohammadisDavila2020	Ex-L2/3	ANKRD30BL
Brain_PFC_MohammadisDavila2020	Ex-L2/3	ANKRD33B
Brain_PFC_MohammadisDavila2020	Ex-L2/3	ANO3
Brain_PFC_MohammadisDavila2020	Ex-L2/3	ANO5
Brain_PFC_MohammadisDavila2020	Ex-L2/3	ARHGAP10
Brain_PFC_MohammadisDavila2020	Ex-L2/3	ARHGAP26
Brain_PFC_MohammadisDavila2020	Ex-L2/3	ARHGAP32
Brain_PFC_MohammadisDavila2020	Ex-L2/3	ARHGEF3
Brain_PFC_MohammadisDavila2020	Ex-L2/3	ARL6
Brain_PFC_MohammadisDavila2020	Ex-L2/3	ARMC2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	ARMC9
Brain_PFC_MohammadisDavila2020	Ex-L2/3	ARPP21
Brain_PFC_MohammadisDavila2020	Ex-L2/3	ART3
Brain_PFC_MohammadisDavila2020	Ex-L2/3	ASIC2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	ASXL3
Brain_PFC_MohammadisDavila2020	Ex-L2/3	ATF7IP2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	ATRNL1
Brain_PFC_MohammadisDavila2020	Ex-L2/3	BAIAP2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	BICC1
Brain_PFC_MohammadisDavila2020	Ex-L2/3	BRINP2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	BTBD9
Brain_PFC_MohammadisDavila2020	Ex-L2/3	C11orf80
Brain_PFC_MohammadisDavila2020	Ex-L2/3	C4orf22
Brain_PFC_MohammadisDavila2020	Ex-L2/3	CA10
Brain_PFC_MohammadisDavila2020	Ex-L2/3	CABP1
Brain_PFC_MohammadisDavila2020	Ex-L2/3	CACNA1B
Brain_PFC_MohammadisDavila2020	Ex-L2/3	CACNA1C
Brain_PFC_MohammadisDavila2020	Ex-L2/3	CACNA1E
Brain_PFC_MohammadisDavila2020	Ex-L2/3	CACNA2D3
Brain_PFC_MohammadisDavila2020	Ex-L2/3	CACNB2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	CACNG3
Brain_PFC_MohammadisDavila2020	Ex-L2/3	CADPS2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	CAMK1D
Brain_PFC_MohammadisDavila2020	Ex-L2/3	CAMK2A
Brain_PFC_MohammadisDavila2020	Ex-L2/3	CAMK4
Brain_PFC_MohammadisDavila2020	Ex-L2/3	CAMKK1
Brain_PFC_MohammadisDavila2020	Ex-L2/3	CAMKK2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	CBLN2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	CCBE1
Brain_PFC_MohammadisDavila2020	Ex-L2/3	CCDC3
Brain_PFC_MohammadisDavila2020	Ex-L2/3	CCDC30
Brain_PFC_MohammadisDavila2020	Ex-L2/3	CCDC57
Brain_PFC_MohammadisDavila2020	Ex-L2/3	CCPG1
Brain_PFC_MohammadisDavila2020	Ex-L2/3	CDC40
Brain_PFC_MohammadisDavila2020	Ex-L2/3	CDH12
Brain_PFC_MohammadisDavila2020	Ex-L2/3	CDH13
Brain_PFC_MohammadisDavila2020	Ex-L2/3	CDH18
Brain_PFC_MohammadisDavila2020	Ex-L2/3	CDH22
Brain_PFC_MohammadisDavila2020	Ex-L2/3	CDH8
Brain_PFC_MohammadisDavila2020	Ex-L2/3	CDH9
Brain_PFC_MohammadisDavila2020	Ex-L2/3	CDYL2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	CELF2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	CELF5
Brain_PFC_MohammadisDavila2020	Ex-L2/3	CFAP221
Brain_PFC_MohammadisDavila2020	Ex-L2/3	CHD5
Brain_PFC_MohammadisDavila2020	Ex-L2/3	CHRM3
Brain_PFC_MohammadisDavila2020	Ex-L2/3	CHSY3
Brain_PFC_MohammadisDavila2020	Ex-L2/3	CIT
Brain_PFC_MohammadisDavila2020	Ex-L2/3	CNGB1
Brain_PFC_MohammadisDavila2020	Ex-L2/3	CNKSR2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	CNTN3
Brain_PFC_MohammadisDavila2020	Ex-L2/3	CNTN4
Brain_PFC_MohammadisDavila2020	Ex-L2/3	CNTNAP5
Brain_PFC_MohammadisDavila2020	Ex-L2/3	COL24A1
Brain_PFC_MohammadisDavila2020	Ex-L2/3	COL26A1
Brain_PFC_MohammadisDavila2020	Ex-L2/3	COL5A2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	CPNE8
Brain_PFC_MohammadisDavila2020	Ex-L2/3	CTDSPL
Brain_PFC_MohammadisDavila2020	Ex-L2/3	CTNNAL1
Brain_PFC_MohammadisDavila2020	Ex-L2/3	CUX2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	CYP46A1
Brain_PFC_MohammadisDavila2020	Ex-L2/3	DAPK1
Brain_PFC_MohammadisDavila2020	Ex-L2/3	DCAF6
Brain_PFC_MohammadisDavila2020	Ex-L2/3	DCLK1
Brain_PFC_MohammadisDavila2020	Ex-L2/3	DGKB
Brain_PFC_MohammadisDavila2020	Ex-L2/3	DGKI
Brain_PFC_MohammadisDavila2020	Ex-L2/3	DIAPH2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	DIRC3
Brain_PFC_MohammadisDavila2020	Ex-L2/3	DLGAP2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	DLGAP3
Brain_PFC_MohammadisDavila2020	Ex-L2/3	DNAH6
Brain_PFC_MohammadisDavila2020	Ex-L2/3	DNAH7
Brain_PFC_MohammadisDavila2020	Ex-L2/3	DOK6
Brain_PFC_MohammadisDavila2020	Ex-L2/3	EFNA5
Brain_PFC_MohammadisDavila2020	Ex-L2/3	EML1
Brain_PFC_MohammadisDavila2020	Ex-L2/3	EML6
Brain_PFC_MohammadisDavila2020	Ex-L2/3	ENC1
Brain_PFC_MohammadisDavila2020	Ex-L2/3	EPB41L3
Brain_PFC_MohammadisDavila2020	Ex-L2/3	EPB41L4B
Brain_PFC_MohammadisDavila2020	Ex-L2/3	EPHA3
Brain_PFC_MohammadisDavila2020	Ex-L2/3	EPHA4
Brain_PFC_MohammadisDavila2020	Ex-L2/3	EPHA6
Brain_PFC_MohammadisDavila2020	Ex-L2/3	EPHX4
Brain_PFC_MohammadisDavila2020	Ex-L2/3	ERC2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	FAM13A
Brain_PFC_MohammadisDavila2020	Ex-L2/3	FAM153A
Brain_PFC_MohammadisDavila2020	Ex-L2/3	FAM153B
Brain_PFC_MohammadisDavila2020	Ex-L2/3	FAM153C
Brain_PFC_MohammadisDavila2020	Ex-L2/3	FAM19A1
Brain_PFC_MohammadisDavila2020	Ex-L2/3	FAM19A2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	FAM81A
Brain_PFC_MohammadisDavila2020	Ex-L2/3	FAM84A
Brain_PFC_MohammadisDavila2020	Ex-L2/3	FAT3
Brain_PFC_MohammadisDavila2020	Ex-L2/3	FBXO16
Brain_PFC_MohammadisDavila2020	Ex-L2/3	FBXO33
Brain_PFC_MohammadisDavila2020	Ex-L2/3	FBXO34
Brain_PFC_MohammadisDavila2020	Ex-L2/3	FBXW7
Brain_PFC_MohammadisDavila2020	Ex-L2/3	FLRT2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	FOCAD
Brain_PFC_MohammadisDavila2020	Ex-L2/3	FRMPD4
Brain_PFC_MohammadisDavila2020	Ex-L2/3	FSTL4
Brain_PFC_MohammadisDavila2020	Ex-L2/3	GABRA3
Brain_PFC_MohammadisDavila2020	Ex-L2/3	GABRA4
Brain_PFC_MohammadisDavila2020	Ex-L2/3	GABRB3
Brain_PFC_MohammadisDavila2020	Ex-L2/3	GALNT18
Brain_PFC_MohammadisDavila2020	Ex-L2/3	GALNTL6
Brain_PFC_MohammadisDavila2020	Ex-L2/3	GLIS3
Brain_PFC_MohammadisDavila2020	Ex-L2/3	GLRA3
Brain_PFC_MohammadisDavila2020	Ex-L2/3	GNAL
Brain_PFC_MohammadisDavila2020	Ex-L2/3	GOLGA8B
Brain_PFC_MohammadisDavila2020	Ex-L2/3	GPC6
Brain_PFC_MohammadisDavila2020	Ex-L2/3	GRIA3
Brain_PFC_MohammadisDavila2020	Ex-L2/3	GRIA4
Brain_PFC_MohammadisDavila2020	Ex-L2/3	GRIN2A
Brain_PFC_MohammadisDavila2020	Ex-L2/3	GRIN2B
Brain_PFC_MohammadisDavila2020	Ex-L2/3	GRM1
Brain_PFC_MohammadisDavila2020	Ex-L2/3	GRM5
Brain_PFC_MohammadisDavila2020	Ex-L2/3	GRM7
Brain_PFC_MohammadisDavila2020	Ex-L2/3	GSG1L
Brain_PFC_MohammadisDavila2020	Ex-L2/3	GUCY1A2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	GULP1
Brain_PFC_MohammadisDavila2020	Ex-L2/3	HECW1
Brain_PFC_MohammadisDavila2020	Ex-L2/3	HOMER1
Brain_PFC_MohammadisDavila2020	Ex-L2/3	HOPX
Brain_PFC_MohammadisDavila2020	Ex-L2/3	HPCAL1
Brain_PFC_MohammadisDavila2020	Ex-L2/3	HS6ST3
Brain_PFC_MohammadisDavila2020	Ex-L2/3	HTR1E
Brain_PFC_MohammadisDavila2020	Ex-L2/3	HYDIN
Brain_PFC_MohammadisDavila2020	Ex-L2/3	ICA1L
Brain_PFC_MohammadisDavila2020	Ex-L2/3	IPO5
Brain_PFC_MohammadisDavila2020	Ex-L2/3	IQCJ-SCHIP1
Brain_PFC_MohammadisDavila2020	Ex-L2/3	IQSEC2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	ITGA9
Brain_PFC_MohammadisDavila2020	Ex-L2/3	ITPKA
Brain_PFC_MohammadisDavila2020	Ex-L2/3	ITPR1
Brain_PFC_MohammadisDavila2020	Ex-L2/3	JPH1
Brain_PFC_MohammadisDavila2020	Ex-L2/3	JPH4
Brain_PFC_MohammadisDavila2020	Ex-L2/3	KALRN
Brain_PFC_MohammadisDavila2020	Ex-L2/3	KCNB1
Brain_PFC_MohammadisDavila2020	Ex-L2/3	KCNB2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	KCND2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	KCNH1
Brain_PFC_MohammadisDavila2020	Ex-L2/3	KCNH3
Brain_PFC_MohammadisDavila2020	Ex-L2/3	KCNH7
Brain_PFC_MohammadisDavila2020	Ex-L2/3	KCNIP4
Brain_PFC_MohammadisDavila2020	Ex-L2/3	KCNJ6
Brain_PFC_MohammadisDavila2020	Ex-L2/3	KCNK1
Brain_PFC_MohammadisDavila2020	Ex-L2/3	KCNN2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	KCNQ5
Brain_PFC_MohammadisDavila2020	Ex-L2/3	KCNT1
Brain_PFC_MohammadisDavila2020	Ex-L2/3	KCTD1
Brain_PFC_MohammadisDavila2020	Ex-L2/3	KCTD16
Brain_PFC_MohammadisDavila2020	Ex-L2/3	KHDRBS2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	KIAA0825
Brain_PFC_MohammadisDavila2020	Ex-L2/3	KIAA1211L
Brain_PFC_MohammadisDavila2020	Ex-L2/3	KIAA1549L
Brain_PFC_MohammadisDavila2020	Ex-L2/3	KIAA2012
Brain_PFC_MohammadisDavila2020	Ex-L2/3	KLHL29
Brain_PFC_MohammadisDavila2020	Ex-L2/3	KNDC1
Brain_PFC_MohammadisDavila2020	Ex-L2/3	KSR2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	LAMB1
Brain_PFC_MohammadisDavila2020	Ex-L2/3	LDB2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	LIN7A
Brain_PFC_MohammadisDavila2020	Ex-L2/3	LINGO2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	LMO3
Brain_PFC_MohammadisDavila2020	Ex-L2/3	LMO7
Brain_PFC_MohammadisDavila2020	Ex-L2/3	LNX1
Brain_PFC_MohammadisDavila2020	Ex-L2/3	LRFN2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	LRFN5
Brain_PFC_MohammadisDavila2020	Ex-L2/3	LRRC28
Brain_PFC_MohammadisDavila2020	Ex-L2/3	LRRC6
Brain_PFC_MohammadisDavila2020	Ex-L2/3	LRRIQ1
Brain_PFC_MohammadisDavila2020	Ex-L2/3	LRRTM4
Brain_PFC_MohammadisDavila2020	Ex-L2/3	LZTS1
Brain_PFC_MohammadisDavila2020	Ex-L2/3	MAL2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	MAN1A1
Brain_PFC_MohammadisDavila2020	Ex-L2/3	MAN1C1
Brain_PFC_MohammadisDavila2020	Ex-L2/3	MAP3K5
Brain_PFC_MohammadisDavila2020	Ex-L2/3	MAPK4
Brain_PFC_MohammadisDavila2020	Ex-L2/3	MAST3
Brain_PFC_MohammadisDavila2020	Ex-L2/3	MCHR2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	MCTP1
Brain_PFC_MohammadisDavila2020	Ex-L2/3	MED12L
Brain_PFC_MohammadisDavila2020	Ex-L2/3	MEIS3
Brain_PFC_MohammadisDavila2020	Ex-L2/3	MGAT5B
Brain_PFC_MohammadisDavila2020	Ex-L2/3	MKL2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	MLIP
Brain_PFC_MohammadisDavila2020	Ex-L2/3	MPP6
Brain_PFC_MohammadisDavila2020	Ex-L2/3	MPP7
Brain_PFC_MohammadisDavila2020	Ex-L2/3	MSRA
Brain_PFC_MohammadisDavila2020	Ex-L2/3	MTA3
Brain_PFC_MohammadisDavila2020	Ex-L2/3	MTUS2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	MYH10
Brain_PFC_MohammadisDavila2020	Ex-L2/3	NAGPA
Brain_PFC_MohammadisDavila2020	Ex-L2/3	NDST3
Brain_PFC_MohammadisDavila2020	Ex-L2/3	NECAB1
Brain_PFC_MohammadisDavila2020	Ex-L2/3	NEDD4L
Brain_PFC_MohammadisDavila2020	Ex-L2/3	NEK10
Brain_PFC_MohammadisDavila2020	Ex-L2/3	NELFA
Brain_PFC_MohammadisDavila2020	Ex-L2/3	NELL2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	NEURL1
Brain_PFC_MohammadisDavila2020	Ex-L2/3	NGEF
Brain_PFC_MohammadisDavila2020	Ex-L2/3	NIN
Brain_PFC_MohammadisDavila2020	Ex-L2/3	NIPAL2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	NME5
Brain_PFC_MohammadisDavila2020	Ex-L2/3	NME7
Brain_PFC_MohammadisDavila2020	Ex-L2/3	NPAS2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	NTRK3
Brain_PFC_MohammadisDavila2020	Ex-L2/3	NWD2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	OLFM3
Brain_PFC_MohammadisDavila2020	Ex-L2/3	P2RY14
Brain_PFC_MohammadisDavila2020	Ex-L2/3	PCSK2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	PDE2A
Brain_PFC_MohammadisDavila2020	Ex-L2/3	PDZD2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	PHACTR1
Brain_PFC_MohammadisDavila2020	Ex-L2/3	PHYHIP
Brain_PFC_MohammadisDavila2020	Ex-L2/3	PITPNM2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	PKIG
Brain_PFC_MohammadisDavila2020	Ex-L2/3	PLEKHA5
Brain_PFC_MohammadisDavila2020	Ex-L2/3	PLEKHA6
Brain_PFC_MohammadisDavila2020	Ex-L2/3	PLXNA2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	POLN
Brain_PFC_MohammadisDavila2020	Ex-L2/3	PPIP5K1
Brain_PFC_MohammadisDavila2020	Ex-L2/3	PPM1L
Brain_PFC_MohammadisDavila2020	Ex-L2/3	PPP2R2C
Brain_PFC_MohammadisDavila2020	Ex-L2/3	PPP4R4
Brain_PFC_MohammadisDavila2020	Ex-L2/3	PRICKLE1
Brain_PFC_MohammadisDavila2020	Ex-L2/3	PRKAG2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	PRKAR2B
Brain_PFC_MohammadisDavila2020	Ex-L2/3	PRKCB
Brain_PFC_MohammadisDavila2020	Ex-L2/3	PRKCI
Brain_PFC_MohammadisDavila2020	Ex-L2/3	PRMT8
Brain_PFC_MohammadisDavila2020	Ex-L2/3	PTH2R
Brain_PFC_MohammadisDavila2020	Ex-L2/3	PTK2B
Brain_PFC_MohammadisDavila2020	Ex-L2/3	PTPRB
Brain_PFC_MohammadisDavila2020	Ex-L2/3	PTPRN2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	PTPRO
Brain_PFC_MohammadisDavila2020	Ex-L2/3	PTPRR
Brain_PFC_MohammadisDavila2020	Ex-L2/3	PVRL3
Brain_PFC_MohammadisDavila2020	Ex-L2/3	R3HDM1
Brain_PFC_MohammadisDavila2020	Ex-L2/3	RAD9A
Brain_PFC_MohammadisDavila2020	Ex-L2/3	RALYL
Brain_PFC_MohammadisDavila2020	Ex-L2/3	RAP1GAP2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	RAPGEFL1
Brain_PFC_MohammadisDavila2020	Ex-L2/3	RASGRF2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	RBFOX1
Brain_PFC_MohammadisDavila2020	Ex-L2/3	RBFOX3
Brain_PFC_MohammadisDavila2020	Ex-L2/3	RFTN1
Brain_PFC_MohammadisDavila2020	Ex-L2/3	RFX3
Brain_PFC_MohammadisDavila2020	Ex-L2/3	RGS6
Brain_PFC_MohammadisDavila2020	Ex-L2/3	RGS7
Brain_PFC_MohammadisDavila2020	Ex-L2/3	RIMBP2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	RIMS2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	RNF165
Brain_PFC_MohammadisDavila2020	Ex-L2/3	RNF175
Brain_PFC_MohammadisDavila2020	Ex-L2/3	ROCK2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	RP11-219A15.1
Brain_PFC_MohammadisDavila2020	Ex-L2/3	RPS6KA6
Brain_PFC_MohammadisDavila2020	Ex-L2/3	RPS6KC1
Brain_PFC_MohammadisDavila2020	Ex-L2/3	RSPO2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	RTN4RL1
Brain_PFC_MohammadisDavila2020	Ex-L2/3	SATB2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	SCAI
Brain_PFC_MohammadisDavila2020	Ex-L2/3	SCN8A
Brain_PFC_MohammadisDavila2020	Ex-L2/3	SERPINE2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	SGK223
Brain_PFC_MohammadisDavila2020	Ex-L2/3	SH3BGRL2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	SH3GL2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	SHANK2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	SHISA9
Brain_PFC_MohammadisDavila2020	Ex-L2/3	SIDT1
Brain_PFC_MohammadisDavila2020	Ex-L2/3	SIPA1L1
Brain_PFC_MohammadisDavila2020	Ex-L2/3	SLC12A8
Brain_PFC_MohammadisDavila2020	Ex-L2/3	SLC22A10
Brain_PFC_MohammadisDavila2020	Ex-L2/3	SLC24A4
Brain_PFC_MohammadisDavila2020	Ex-L2/3	SLC2A13
Brain_PFC_MohammadisDavila2020	Ex-L2/3	SLC35F3
Brain_PFC_MohammadisDavila2020	Ex-L2/3	SLC38A11
Brain_PFC_MohammadisDavila2020	Ex-L2/3	SLC41A2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	SLC4A10
Brain_PFC_MohammadisDavila2020	Ex-L2/3	SLC6A7
Brain_PFC_MohammadisDavila2020	Ex-L2/3	SLC8A2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	SLIT2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	SLIT3
Brain_PFC_MohammadisDavila2020	Ex-L2/3	SLITRK5
Brain_PFC_MohammadisDavila2020	Ex-L2/3	SMAD3
Brain_PFC_MohammadisDavila2020	Ex-L2/3	SMYD3
Brain_PFC_MohammadisDavila2020	Ex-L2/3	SNED1
Brain_PFC_MohammadisDavila2020	Ex-L2/3	SNTB2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	SNX32
Brain_PFC_MohammadisDavila2020	Ex-L2/3	SORBS2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	SORCS1
Brain_PFC_MohammadisDavila2020	Ex-L2/3	SPATS2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	SPTBN4
Brain_PFC_MohammadisDavila2020	Ex-L2/3	SRPK1
Brain_PFC_MohammadisDavila2020	Ex-L2/3	SRRM3
Brain_PFC_MohammadisDavila2020	Ex-L2/3	ST6GALNAC5
Brain_PFC_MohammadisDavila2020	Ex-L2/3	ST8SIA3
Brain_PFC_MohammadisDavila2020	Ex-L2/3	STAT4
Brain_PFC_MohammadisDavila2020	Ex-L2/3	STEAP2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	STXBP5L
Brain_PFC_MohammadisDavila2020	Ex-L2/3	SV2B
Brain_PFC_MohammadisDavila2020	Ex-L2/3	SYBU
Brain_PFC_MohammadisDavila2020	Ex-L2/3	SYN3
Brain_PFC_MohammadisDavila2020	Ex-L2/3	SYNPO2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	SYT7
Brain_PFC_MohammadisDavila2020	Ex-L2/3	SYTL2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	TARBP1
Brain_PFC_MohammadisDavila2020	Ex-L2/3	TBC1D1
Brain_PFC_MohammadisDavila2020	Ex-L2/3	TCERG1L
Brain_PFC_MohammadisDavila2020	Ex-L2/3	TENM2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	TESPA1
Brain_PFC_MohammadisDavila2020	Ex-L2/3	TMEM108
Brain_PFC_MohammadisDavila2020	Ex-L2/3	TMEM132D
Brain_PFC_MohammadisDavila2020	Ex-L2/3	TMEM178B
Brain_PFC_MohammadisDavila2020	Ex-L2/3	TMEM232
Brain_PFC_MohammadisDavila2020	Ex-L2/3	TMOD1
Brain_PFC_MohammadisDavila2020	Ex-L2/3	TNFRSF25
Brain_PFC_MohammadisDavila2020	Ex-L2/3	TRERF1
Brain_PFC_MohammadisDavila2020	Ex-L2/3	TRPC6
Brain_PFC_MohammadisDavila2020	Ex-L2/3	TTC6
Brain_PFC_MohammadisDavila2020	Ex-L2/3	UNC13A
Brain_PFC_MohammadisDavila2020	Ex-L2/3	UNC5A
Brain_PFC_MohammadisDavila2020	Ex-L2/3	UNC5D
Brain_PFC_MohammadisDavila2020	Ex-L2/3	UPP2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	USP25
Brain_PFC_MohammadisDavila2020	Ex-L2/3	VWA3A
Brain_PFC_MohammadisDavila2020	Ex-L2/3	WASF1
Brain_PFC_MohammadisDavila2020	Ex-L2/3	WBSCR17
Brain_PFC_MohammadisDavila2020	Ex-L2/3	WDR17
Brain_PFC_MohammadisDavila2020	Ex-L2/3	WIPF3
Brain_PFC_MohammadisDavila2020	Ex-L2/3	WNK2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	ZBBX
Brain_PFC_MohammadisDavila2020	Ex-L2/3	ZDBF2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	ZFPM2
Brain_PFC_MohammadisDavila2020	Ex-L2/3	ZNF804B
Brain_PFC_MohammadisDavila2020	Ex-L4	ABLIM2
Brain_PFC_MohammadisDavila2020	Ex-L4	ADAM23
Brain_PFC_MohammadisDavila2020	Ex-L4	ADAMTS19
Brain_PFC_MohammadisDavila2020	Ex-L4	ADD2
Brain_PFC_MohammadisDavila2020	Ex-L4	AFF3
Brain_PFC_MohammadisDavila2020	Ex-L4	AGBL4
Brain_PFC_MohammadisDavila2020	Ex-L4	ALS2
Brain_PFC_MohammadisDavila2020	Ex-L4	AMPH
Brain_PFC_MohammadisDavila2020	Ex-L4	ANO3
Brain_PFC_MohammadisDavila2020	Ex-L4	ARHGAP32
Brain_PFC_MohammadisDavila2020	Ex-L4	ARPP21
Brain_PFC_MohammadisDavila2020	Ex-L4	ASPH
Brain_PFC_MohammadisDavila2020	Ex-L4	ATP2B2
Brain_PFC_MohammadisDavila2020	Ex-L4	ATP8B1
Brain_PFC_MohammadisDavila2020	Ex-L4	ATRNL1
Brain_PFC_MohammadisDavila2020	Ex-L4	BASP1
Brain_PFC_MohammadisDavila2020	Ex-L4	BCL11A
Brain_PFC_MohammadisDavila2020	Ex-L4	BMPER
Brain_PFC_MohammadisDavila2020	Ex-L4	BRINP1
Brain_PFC_MohammadisDavila2020	Ex-L4	BRINP3
Brain_PFC_MohammadisDavila2020	Ex-L4	BSN
Brain_PFC_MohammadisDavila2020	Ex-L4	C1orf115
Brain_PFC_MohammadisDavila2020	Ex-L4	CA11
Brain_PFC_MohammadisDavila2020	Ex-L4	CABP1
Brain_PFC_MohammadisDavila2020	Ex-L4	CACNA1A
Brain_PFC_MohammadisDavila2020	Ex-L4	CACNA1B
Brain_PFC_MohammadisDavila2020	Ex-L4	CACNA1C
Brain_PFC_MohammadisDavila2020	Ex-L4	CACNB4
Brain_PFC_MohammadisDavila2020	Ex-L4	CACNG2
Brain_PFC_MohammadisDavila2020	Ex-L4	CADPS2
Brain_PFC_MohammadisDavila2020	Ex-L4	CAMK1D
Brain_PFC_MohammadisDavila2020	Ex-L4	CAMK2A
Brain_PFC_MohammadisDavila2020	Ex-L4	CAMKK2
Brain_PFC_MohammadisDavila2020	Ex-L4	CAP2
Brain_PFC_MohammadisDavila2020	Ex-L4	CATSPER2
Brain_PFC_MohammadisDavila2020	Ex-L4	CCDC3
Brain_PFC_MohammadisDavila2020	Ex-L4	CCDC30
Brain_PFC_MohammadisDavila2020	Ex-L4	CCK
Brain_PFC_MohammadisDavila2020	Ex-L4	CCSER1
Brain_PFC_MohammadisDavila2020	Ex-L4	CD200
Brain_PFC_MohammadisDavila2020	Ex-L4	CDH10
Brain_PFC_MohammadisDavila2020	Ex-L4	CDH18
Brain_PFC_MohammadisDavila2020	Ex-L4	CDH8
Brain_PFC_MohammadisDavila2020	Ex-L4	CDK14
Brain_PFC_MohammadisDavila2020	Ex-L4	CDKL5
Brain_PFC_MohammadisDavila2020	Ex-L4	CELF2
Brain_PFC_MohammadisDavila2020	Ex-L4	CELF4
Brain_PFC_MohammadisDavila2020	Ex-L4	CELF5
Brain_PFC_MohammadisDavila2020	Ex-L4	CEMIP
Brain_PFC_MohammadisDavila2020	Ex-L4	CEP112
Brain_PFC_MohammadisDavila2020	Ex-L4	CFAP221
Brain_PFC_MohammadisDavila2020	Ex-L4	CHD5
Brain_PFC_MohammadisDavila2020	Ex-L4	CHGA
Brain_PFC_MohammadisDavila2020	Ex-L4	CHSY3
Brain_PFC_MohammadisDavila2020	Ex-L4	CLMP
